,Lineage,Diversity,Fluctuations,Final Composition,Community Function,Lyapunov Exponent (cycle 5),Lyapunov Exponent (cycle 12),Cycle,No. Unique Compositions,Ecological Dynamics
474,14,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-306.2061311125355,"[-0.03152953429218744, 0.04190473030261712]","[-0.022337858999749646, 0.029479651146693143]",8,4,oscillations
475,15,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-302.6525851481222,"[-0.01615386772853852, 0.033828296201624856]","[-0.02445297123216601, 0.040038777309242914]",8,4,oscillations
476,16,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-313.48997185823436,"[-0.03592637779378238, 0.032606538161945954]","[-0.020591534380238415, 0.02903716278229872]",8,4,oscillations
477,17,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.36602856626047,"[-0.02190816072613791, 0.029302164872466258]","[-0.0035115354377493863, 0.033887617176912015]",8,4,oscillations
478,18,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",979.4210846188562,"[0.09060019734635444, 0.11232071380009787]","[-0.13694149444369627, 0.08874786243589508]",8,4,oscillations
479,19,15,1.0,"[ 0.  3.  8.  9. 10. 11. 14. 22. 30. 31. 34. 35. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",1002.8488856264634,"[0.01532334808711597, 0.1009994398713073]","[-0.023212211980771346, 0.08735457859163084]",8,4,oscillations
480,0,12,0.9166666666666666,"[ 2.  3.  8.  9. 10. 14. 16. 31. 34. 35. 39. 49.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",967.0190825620384,"[0.2353550992843856, 0.14701899251570394]","[0.1621780370893514, 0.1407407935920816]",9,3,oscillations
481,1,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-312.11769787532677,"[-0.03377390619879841, 0.0346056666985877]","[-0.07136334510795757, 0.04953911301849652]",9,3,oscillations
482,2,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-313.08445765874643,"[-0.03619233421231783, 0.036314440133761595]","[-0.019003772327327875, 0.03412292863267276]",9,3,oscillations
483,3,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.75066698668985,"[-0.02596153977900035, 0.030823483578621]","[-0.05203937410361172, 0.03601470306124937]",9,3,oscillations
484,4,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.9250211027057,"[-0.026725856909742544, 0.029301383651117435]","[-0.007937373653986274, 0.03165137853334507]",9,3,oscillations
485,5,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-302.1998446676903,"[-0.014992048775311777, 0.03371009855789354]","[-0.019401515707649294, 0.029255252710092352]",9,3,oscillations
486,6,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-312.75287398805864,"[-0.03444644364353738, 0.03506540370140223]","[-0.013585759790198786, 0.034462137680166545]",9,3,oscillations
487,7,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.375158495819,"[-0.011201022413163382, 0.03877340368615343]","[-0.01972739038386551, 0.02929609302336389]",9,3,oscillations
488,8,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.2376684387863,"[-0.02050339365261539, 0.029228170865063602]","[-0.029440912710109433, 0.05644763320730234]",9,3,oscillations
489,9,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-307.7097001999233,"[-0.0487165507524616, 0.034793180973111]","[-0.0007662068733648972, 0.02914893097330288]",9,3,oscillations
490,10,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-313.1598564304064,"[-0.016581823176377054, 0.029191888661350286]","[-0.004957348544692636, 0.033774096882746074]",9,3,oscillations
491,11,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-307.7876249662039,"[-0.0014193570476484757, 0.02926464025931138]","[-0.016974643309950178, 0.04985295685214876]",9,3,oscillations
492,12,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",992.8102605598231,"[0.05365073664463762, 0.09617348549379523]","[0.06673247639838487, 0.10455718788204901]",9,3,oscillations
493,13,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.25257969309615,"[-0.007784738109464251, 0.03668532434620156]","[-0.0009514051854473643, 0.029304960254200162]",9,3,oscillations
494,14,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.45426546888865,"[-0.03152953429218744, 0.04190473030261712]","[-0.022337858999749646, 0.029479651146693143]",9,3,oscillations
495,15,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-305.562487946336,"[-0.01615386772853852, 0.033828296201624856]","[-0.02445297123216601, 0.040038777309242914]",9,3,oscillations
496,16,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.2405975059609,"[-0.03592637779378238, 0.032606538161945954]","[-0.020591534380238415, 0.02903716278229872]",9,3,oscillations
497,17,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-312.62748952961107,"[-0.02190816072613791, 0.029302164872466258]","[-0.0035115354377493863, 0.033887617176912015]",9,3,oscillations
498,18,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",997.1028616464116,"[0.09060019734635444, 0.11232071380009787]","[-0.13694149444369627, 0.08874786243589508]",9,3,oscillations
499,19,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",978.9470475846949,"[0.01532334808711597, 0.1009994398713073]","[-0.023212211980771346, 0.08735457859163084]",9,3,oscillations
500,0,13,0.8461538461538461,"[ 2.  3.  8.  9. 10. 14. 16. 31. 34. 35. 39. 45. 49.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",972.5936607946524,"[0.2353550992843856, 0.14701899251570394]","[0.1621780370893514, 0.1407407935920816]",10,3,oscillations
501,1,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.1175877779514,"[-0.03377390619879841, 0.0346056666985877]","[-0.07136334510795757, 0.04953911301849652]",10,3,oscillations
502,2,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-313.795578167596,"[-0.03619233421231783, 0.036314440133761595]","[-0.019003772327327875, 0.03412292863267276]",10,3,oscillations
503,3,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.8545633779333,"[-0.02596153977900035, 0.030823483578621]","[-0.05203937410361172, 0.03601470306124937]",10,3,oscillations
504,4,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-306.7243051597876,"[-0.026725856909742544, 0.029301383651117435]","[-0.007937373653986274, 0.03165137853334507]",10,3,oscillations
505,5,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.01735956311086,"[-0.014992048775311777, 0.03371009855789354]","[-0.019401515707649294, 0.029255252710092352]",10,3,oscillations
506,6,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-312.35670778085534,"[-0.03444644364353738, 0.03506540370140223]","[-0.013585759790198786, 0.034462137680166545]",10,3,oscillations
507,7,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.1968599339139,"[-0.011201022413163382, 0.03877340368615343]","[-0.01972739038386551, 0.02929609302336389]",10,3,oscillations
508,8,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.26174878912457,"[-0.02050339365261539, 0.029228170865063602]","[-0.029440912710109433, 0.05644763320730234]",10,3,oscillations
509,9,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.9650924552348,"[-0.0487165507524616, 0.034793180973111]","[-0.0007662068733648972, 0.02914893097330288]",10,3,oscillations
510,10,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-312.2694006414793,"[-0.016581823176377054, 0.029191888661350286]","[-0.004957348544692636, 0.033774096882746074]",10,3,oscillations
511,11,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-313.77094680788343,"[-0.0014193570476484757, 0.02926464025931138]","[-0.016974643309950178, 0.04985295685214876]",10,3,oscillations
512,12,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",1004.3963381645611,"[0.05365073664463762, 0.09617348549379523]","[0.06673247639838487, 0.10455718788204901]",10,3,oscillations
513,13,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.0053694956242,"[-0.007784738109464251, 0.03668532434620156]","[-0.0009514051854473643, 0.029304960254200162]",10,3,oscillations
514,14,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.7662379867972,"[-0.03152953429218744, 0.04190473030261712]","[-0.022337858999749646, 0.029479651146693143]",10,3,oscillations
515,15,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-307.11504188540164,"[-0.01615386772853852, 0.033828296201624856]","[-0.02445297123216601, 0.040038777309242914]",10,3,oscillations
516,16,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-309.3007846442772,"[-0.03592637779378238, 0.032606538161945954]","[-0.020591534380238415, 0.02903716278229872]",10,3,oscillations
517,17,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-314.0159589299468,"[-0.02190816072613791, 0.029302164872466258]","[-0.0035115354377493863, 0.033887617176912015]",10,3,oscillations
518,18,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",988.5634650859299,"[0.09060019734635444, 0.11232071380009787]","[-0.13694149444369627, 0.08874786243589508]",10,3,oscillations
519,19,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",991.216319526083,"[0.01532334808711597, 0.1009994398713073]","[-0.023212211980771346, 0.08735457859163084]",10,3,oscillations
520,0,14,0.8571428571428571,"[ 2.  3.  8.  9. 10. 14. 16. 31. 34. 35. 38. 39. 45. 49.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",978.6570492536305,"[0.2353550992843856, 0.14701899251570394]","[0.1621780370893514, 0.1407407935920816]",11,3,oscillations
521,1,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.90078402006543,"[-0.03377390619879841, 0.0346056666985877]","[-0.07136334510795757, 0.04953911301849652]",11,3,oscillations
522,2,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-312.42282311882076,"[-0.03619233421231783, 0.036314440133761595]","[-0.019003772327327875, 0.03412292863267276]",11,3,oscillations
523,3,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-312.9994200833836,"[-0.02596153977900035, 0.030823483578621]","[-0.05203937410361172, 0.03601470306124937]",11,3,oscillations
524,4,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-308.76725490544413,"[-0.026725856909742544, 0.029301383651117435]","[-0.007937373653986274, 0.03165137853334507]",11,3,oscillations
525,5,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.80407052694346,"[-0.014992048775311777, 0.03371009855789354]","[-0.019401515707649294, 0.029255252710092352]",11,3,oscillations
526,6,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-310.4173666739137,"[-0.03444644364353738, 0.03506540370140223]","[-0.013585759790198786, 0.034462137680166545]",11,3,oscillations
527,7,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.7580700262288,"[-0.011201022413163382, 0.03877340368615343]","[-0.01972739038386551, 0.02929609302336389]",11,3,oscillations
528,8,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-307.29280260304586,"[-0.02050339365261539, 0.029228170865063602]","[-0.029440912710109433, 0.05644763320730234]",11,3,oscillations
529,9,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-307.4102305482482,"[-0.0487165507524616, 0.034793180973111]","[-0.0007662068733648972, 0.02914893097330288]",11,3,oscillations
530,10,11,0.9090909090909091,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.2326301945316,"[-0.016581823176377054, 0.029191888661350286]","[-0.004957348544692636, 0.033774096882746074]",11,3,oscillations
531,11,11,1.0,"[ 2.  3. 14. 15. 19. 21. 23. 31. 39. 45. 47.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-311.8616273469627,"[-0.0014193570476484757, 0.02926464025931138]","[-0.016974643309950178, 0.04985295685214876]",11,3,oscillations
532,12,15,1.0,"[ 0.  3.  8.  9. 10. 11. 13. 14. 22. 30. 31. 34. 37. 39. 49.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",988.4732697996697,"[0.05365073664463762, 0.09617348549379523]","[0.06673247639838487, 0.10455718788204901]",11,3,oscillations
